video,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4
2547885226,406,640,480,why does the kid leaves the dinosaur on the sand towards the end,4,2,CW,get his attention,lose balance,she is playing with sand,got distracted,keep it for observation
4136617240,2697,480,352,why is there a cat sitting on the chair,0,3,CW,sleeping,watch the girl,resting together,playing with human s foot,drink water
4765717907,1180,640,480,what did the boy do after being let on the ground near the end,1,6,TN,look down,talk to camera,leaves the rope,turn around,stay on the ground
13569831214,1664,640,480,why did the girl in blue show her thumbs up,3,7,CW,check out the slide going down,like the performance,checking out scenery,pose for photo,encourage the boy
5133787349,363,320,240,why are there flashes of light,0,2,CW,photo taking,lightning,reflective stripes,torch light,light stick
2809330695,2158,320,240,why did the baby look like he is almost going to cry when he tries to turn his body over,3,1,CW,restricted,comforted,playful,frustrated,happy
4564478328,1410,640,360,why does the lioness at the back climb up to the lioness in front in the middle of the video,4,1,CW,lick lion,to get down,hit the hanging toy,pass balloon to baby,fighting
5945172741,1593,640,480,what did the girl do after she got off the bed near the end,3,4,TN,adjust hair band,pick up the pillow,lift her legs,leaves the room,sit down
4444192938,866,640,360,how did the girl in red move down the stairs,1,0,CH,bend down,walk down,sit on moving chair,grab the rope,jump down
4151403382,1875,640,480,what does the boy in brown bib do after picking up a book,1,6,TN,talk to him,flip open to read,play with cardboard paper,excited,sway his body
4075791856,2250,640,480,how did the lady and man in front of the microphone knew what to say,1,4,CH,use microphone,reading from the paper,standing next to each other,use hand gestures to demonstrate,talk and point to her
2503404966,840,640,480,what does the boy do after reaching the darker side of the room at the end,4,5,TN,hold s the rod,climb up,pick something up,enters a room,stop for awhile
5586394125,1128,640,360,why did the white shirt woman point at the dog s back when it is starting to move away from her,3,2,CW,get dog to turn around,get something off dog,prevent it from leaving,direct attention,pointing at dog costume
9612838272,453,640,360,why does the girl raise her arms when she first slid down,1,4,CW,safety,excited,did not get toy,point at something,unstable to move
8064178441,2229,640,1138,what does the girl do after the baby tosses away the toy at the end,2,9,TN,hold hands out around the baby,stir it herself,make it move,lies down,touch the ball
5662041273,2697,640,480,why is the boy sitting on the couch,0,10,CW,flying helicopter,watching television,resting,eating snacks,chatting with parents
4859057828,647,640,480,what does the lady in blue do when she approached the lady in white at the start,1,9,TC,play piano,moving her arms mini dance,put her hand up,stand,cover face
9917882506,974,512,288,how does the girl react after the boy stops his bike,1,5,TN,push bike,look towards the boy,stop riding,raises her hands,get off bike
3340340268,1289,640,480,what did the girl in green do after putting the bucket back on her head in front of the dog,1,3,TN,swing,stretch out hand,kick ball back,pat the baby s back,look around
4219909195,1003,640,480,how did the girl keep her hair away from her face,1,9,CH,in pony tail,hair clip,hair band,braided,hat
5008618500,754,640,480,how did the lady convey her message to the child in pink effectively,4,9,CH,use whiteboard,nod her head,holds on to the toy,kiss them,use hand gestures and point
5352022985,1411,640,360,what does the adult do at the start while the dog was on the snow,0,7,TC,runs around,bite it,caress the dog,cycling,walk up
6188449000,1350,640,480,why did the boy move around the room as the woman was playing the ukulele,2,2,CW,having fun indoors,acting to play it,dancing,performing a duet,let girl blow second candle
4485707628,1933,352,288,what does the white dog do on the rock after it has jumped up,4,6,TN,shake its body,run away,retreat,supporting,lie down
6188449000,1350,640,480,why was the boy spreading out his arms at first,0,0,CW,dancing,moving the baby forward,to get the door,kid messing around,playing with green item
5875242364,427,640,384,what did the dog do after it finished kicking the water in the pool,2,3,TN,move back to spot to jump,put his fingers in his mouth,jump out,go to lady,comes out
8189958994,1869,640,360,why did the black dog walk in a circle around the lady in blue for after the lady finished petting it,0,3,CW,get away from the white dog,let lady hug it,to smell it,caress the dog,get familiar with lady
4970148391,732,640,480,why does the boy removes his cap after hitting for second time,4,3,CW,rub bat,touch the bed,give to man,kick ball,shake off water spill
8531675050,1620,640,360,what did the women do before going near the man,4,6,TP,carry boy,looking at book,lean on him,dance,do up her hairs
8024853715,486,640,360,why is the sand in the red platform,1,5,CW,boating in river,to hold the sand,playground,dogs were rolling in the sand,direct attention
3372023610,1017,640,480,why are the group of people looking in the same direction,2,1,CW,posing for a photo,looking at audience,following notes on the television,engrossed in show,check the slides
3981865268,1109,640,480,how is the man positioned in the video,3,5,TC,lying down,walking,birthday celebration,bent forward,kneeling down
6011836129,1447,480,360,what do the other women do when the lady in deep blue vest looks down,1,6,TC,move hands around,copy her actions,pass microphone to lady beside her,the girls ride a horse,they start taking down notes
2589540862,681,500,375,how does the girl move herself around the room at the beginning,2,5,CH,crawl,jumps,spin around,swing her leg,chase the dog around
6168295272,446,640,360,how is the boy in purple rested on the lady in black,3,6,CH,crawl on her back,on her shoulders,sitting on her knees,lie on lap,on her back
3429509208,374,640,480,how did the vacuum machine move closer to the camera,4,9,CH,in a row,lady carry it,hold it up,man pulls it,pushed by boy
4935987905,806,640,360,what is the black dog doing on the grass,4,0,TC,stood up,get mud on himself,lie below tree,smells the grass,rolling around
3469864014,867,320,240,why did the adult touch the fish on the board after moving it away from the table,1,1,CW,show the organ,adjust it,to take a picture,to massage the fish,to show the dog the fish
5586394125,1128,640,360,why did the dog in red leash put its head into the red container,1,4,CW,play around,drink,to get inside,to catch the fish,get away dust
8253302563,1056,640,360,what does the boy do after chewing the horn at the end,0,6,TN,press the horn with his hand,moves to the side,moving ti around,eat again,hold and move baby s arms
6096998186,671,640,360,why does the blonde woman hold the pair of souvenirs up in the middle of the video,1,1,CW,pass to someone,show her presents,playing with baby,dancing with the souvenirs,playing with dog
4671452046,1306,640,480,what did the lady in brown do after talking to the lady in purple,3,10,TN,pointed at baby,look down,stands up,laughs,wipes her eyes
2821968703,900,320,240,why is the man holding on to a rope,0,0,CW,balance,play on the swing,support to come down,playing,to hang the bottle
3063380173,515,500,375,what are the kittens doing inside and outside the container,2,0,TC,move its head,bite boy,playing,bite the cat,throw spoon
10127533784,600,640,360,why does the fencer on the right clench his fist at the end,1,5,CW,fight back,he won,throw the ball,fist bump with woman,dodge opponent s foil
5889898795,2697,640,360,how do the people get attached to the zipline,4,1,CH,hold onto it,hold onto pole,hold onto remote control,rope attached to pull van,hook
2885091387,1065,640,480,How did the man in blue react when the man saw the car almost tilting to fall,3,4,TC,to catch the car,relaxed himself,warm up,stand up frantically,help them split the weight
8171216955,550,568,320,why does the woman push the toy dog towards the children at the end of the video,1,4,CW,to help it move again,let children play,talking about it,to throw the toy,pet the dog
11670386946,998,640,360,what does the man in brown do after turning his head to the right at the end,0,6,TN,talk and look at paper,stroking the dog,smoke,put arms behind back,bend also
5297811305,720,640,360,how is the woman feeling at the end of the video,3,7,TC,reluctant,sad,listening attentively,happy,enjoying
4151403382,1875,640,480,how does the man react after the boy in brown bib passes him the book,4,7,TN,flip open to read,happy,keep a book,serious,take it from him
3897746373,399,640,480,why are the children on the plank when the girl in pink is swimming,0,6,CW,resting,play with water,playing with each other,preparing to go swimming,looking at dolphins
2871995580,2697,500,375,how did the boy use the stick toy he had taken from the basket of toys,3,9,CH,use stick to move forward,pull the string,take from table,hit the ball,pressing the buttons and exploring it
2510696559,2117,640,480,why did the blue shirt woman move her hand when she walked past the front,3,1,CW,guide her in rowing boat,check out the other side,signal her to speak,gesturing to friend,show love
3164519967,1090,640,480,what did the old lady do after the baby spit out the pacifier,4,6,TN,adjust the baby s shirt,wipe her hands with tissue,smile and laugh,sits down,put it back
8330342965,1313,640,362,why does the girl throw the paper airplane,2,4,CW,dislike it,dancing,make it fly,can not control it,play with dog
3526597179,807,640,360,what are the three people doing at the end of the video,0,9,TC,having a conversation,drinking coffee,baking cakes,record the man cycling,wait for their children to arrive
4968805923,313,640,480,what did the rightmost man in black do before the man in white hit the balloon,2,6,TP,raise his hand,drop bat,threw balloon,walk towards the thrown disc,jumps
2584172238,719,320,240,what did the woman in yellow do after the boy in blue slid down the slide at the middle of the video,4,4,TN,point,look at water,slide down,pull the white dog,carry boy up
8627074061,2697,640,360,why did the woman in blue holding pieces of artworks,0,3,CW,show girl the artworks,protect artwork from falling,selling to couple,repaint it,introduce to man
4984417707,441,640,360,what was the elephant at the goal post doing before the ball was kicked over,4,4,TP,eat and drink,guide the baby elephants,swim in water,swimming,moving around
3830567237,716,640,480,how is the horse being held,3,5,CH,by the saddle,by it s tail,by it s legs,handle,the horse is lying flat on its back
3303565503,1115,480,640,why does the other man walk in and move her leg,4,4,CW,cycling,tie her shoelace,end of performance,untangle rope,help position them
3121571439,1212,640,428,why does the lady in pink jump after they dance,2,2,CW,posing,playing with toy,overjoyed,excited for the drink,learn to dance
4516967897,2036,640,480,why are the two ladies nodding their heads,2,7,CW,falling asleep,tired,agree with one another,helps with the running,armwestling
6018514357,1280,640,1138,why did the baby turn around after standing up on the slide,0,8,CW,wants to get down,to look at man,wants to ride again,wants man to join her,wants to sit down
4825843801,710,320,240,how do the other two penguins react after one penguin starts walking,1,4,TN,sit and watch them,follow,flies away,five,touch the earphones
7533369046,803,640,360,what is the baby doing,1,0,TC,jumping around,looking around,running in the forest,playing with the toy,touching dangling things
4949582792,2639,640,360,what does the girl do the seatbelt in the middle,3,6,TC,bend down and talk to boy,watch the lady,dance,play with it,swing her legs
5521781780,2697,640,480,what does the man in black cap do after reaching the border of the structure near the end,2,4,TN,turns around,change slides,stands on the corner,catch the ball,put hand in mouth
2400171624,996,500,375,what does the skier do after stopping for a while,2,7,TN,sat down,moves hands,change direction,shake body vigorously,jump
8388104887,1233,640,480,what did the dog do after it picked up the ball that was thrown,4,3,TN,bat,hit with racket,throw the ball,lie down,walk back
5145526755,1675,640,360,what does the lioness on the left do after staring forward for a while at the start,4,8,TN,lift its head up,rest,lick mouth,charges forward,look to the side
6480018109,709,640,360,why are there wheels on the walking aid,1,9,CW,easier to control the sensors,easiter to push,glide across the ice easily,able to move faster,easy to dismantle
2984974097,899,500,375,why did the girl move so slowly,1,0,CW,wait for the boy,struggle in pedalling bicycle,boy pulls it,to clean her hand,pedal bicycle to move forward
4419096437,1584,640,360,how does the cat react after being carressed by the person,4,3,TN,eat,scratch it,rubs against him,stretch out and hit with paw,open its eyes
6642268693,1143,640,480,why did the dog sniff and lick the person s hand in the middle of the video,2,1,CW,brown dog took its toy,bigger dog didnt want it,get attention,felt the person s hand,get rid of snow
3383804222,999,640,480,why did the older panda arch its head back when the baby panda stretches her legs repetitively on the older s belly,2,1,CW,for milk,to cool himself,enjoys getting scratched,to meet other panda,trying to touch each other
10597533885,1728,640,360,why does the kid pick out specific toys,0,1,CW,her favourite toys,to play with,teething,play,stabilize toy car
3340340268,1289,640,480,what does the girl in green do with her hands while walking at the start,1,0,TC,also walks backwards,stretch out hand,walks away,on her head,look at the paper
6413546609,1415,640,384,what does the person on the left do as the person on the right throws the cards down,0,4,TC,do the same,turn behind,bowls again,stretch arms in the air,look at cards
5433090067,607,480,640,how does the man ensure the safety of the girl,1,4,CH,hold her body,stay close to the girl,wear life vest,hands ready to catch the girl,put cushion on the floor
3851961428,2062,640,480,why did the man in red do a hand gesture,3,7,CW,calling for help,for the video,to take photo,signalling,playing with the dogs
7691172922,1454,640,480,what does the dog do after running up the stairs,1,6,TN,guide dog while running,turn around and wait for lady,go to the back of cage,lie on the ground,run around the man
5229476012,810,640,480,why did the woman in black swimsuit stand behind boy,4,0,CW,pick boy up,prevent boy from jumping,help boy diving,playing with each other,control boy s movement
5296635780,652,640,480,what is the response of the lady after the man speaks to her at the start of the video,2,4,TN,raise his eyebrows,play with baby,pretend to punch him,point at something,talk
5679866364,750,640,480,what did the last lady in the bikini do with her hands after she enters the water,2,4,TN,hold the girl s stomach,look at boy,move her hands away from her thighs,touch the baby s arm,jump into water
4603484665,1045,640,480,how did the brown dog approach the pair of dogs playing,1,6,CH,bite them,walk nearer to them,chase,rub the dog,push with nose
8811725760,631,640,360,why did the lady lean forward when the girl was sliding down the slide,2,9,CW,enjoy the ride,interact with the fish,support girl,release ball,catch girl
8330342965,1313,640,362,why does the girl run around,3,2,CW,chasing each other,exercising,move baby with toy car,play with paper airplane,want to play in water
5987365500,714,480,640,why does the girl smile towards the end,1,2,CW,managed to ride by herself,she is happy,entertained by baby,smile to the camera,excited to go bouncy castle
7786283208,636,640,360,what does the boy do after getting up,1,8,TN,playing the guitar,walks away,take food,watching television,walks forward
6024684644,519,640,360,how does the man dig a hole in the sand,0,0,CH,using cup,beating it,using hands,using a shovel,kicking with feet
9473479950,608,640,480,how is the baby positioned,1,8,TC,move around,on his back,uncomfortable,sitting in lady s arms,laughing
7288107396,507,640,360,why did the lady bend forward to the boy in the middle of the video,0,6,CW,holding his hand,pass her the toy,take balloon away from baby,give the boy something,talking to lady
5047408177,648,320,240,why did the girl pick out a white item from the bucket at the beginning,1,8,CW,wash it in the laundry,hang it out,give to lady,throw to the dog,play with the boy
3508459605,2609,320,240,why does the man lift the baby up near the end of the video,2,3,CW,to dance on the floor,happy,put the baby on the side,to play,take care of her
8224492254,972,640,480,what did the adult do after the baby bite on his finger,3,9,TN,open his palm,put his hand into mouth,pick up the bottle,closes his finger,touch his hand
3303565503,1115,480,640,how does the man seem to be feeling while posing,2,9,TC,friendly,affectionate,tired,enjoying,confused but calm
7149153537,1384,640,360,what did the fair skinned man do when the black skinned man approached with the girl in pink,1,8,TC,move backwards,exchange hand gesture,looking towards the ground,push them away,splash water at them
5885887012,956,272,480,what does the baby do while holding the pole,4,2,TC,get the balloons,playing the guitar,relaxing,playing with toy,pushes it
3821781616,745,640,480,why did the man reach out his hands after smiling at the end,0,3,CW,gesturing,celebrating his birthday,react to camera,enjoying,excited
3151715056,1895,640,480,how does the man in the middle use the musical instrument,3,6,CH,pressing buttons,hit it,with the turntable,shake up and down,speaker and microphone
6239210933,1030,640,480,how does the child move the pink toy from the floor to his lap after dropping it,4,4,CH,pull the side of the pram,hold the toy,clap,stretched out in the air,using the string and pen
5145526755,1675,640,360,why is there a lioness having its head straight up right,4,2,CW,look at laser on ground,jump and fight,finished peeing,preying,to observe
5406108447,1337,640,360,what did the baby do after hitting the floor with the towel,0,6,TN,lift it up,suck his thumb,blur,crawl back up the pillow,put his fingers in his mouth
3026084730,2205,640,480,why are there flashes of light when the speech is being made,1,4,CW,power failure,camera taking photo,waving light sticks,spotlight emphasize attention,flickering stage lights
6143391925,1206,640,480,why did the baby move out her leg after the woman talked to her,4,2,CW,take control from the girl,legs tired,put on shoe first,prevent boy from bothering girl,kick ball
6025238212,758,640,360,why are the girls wearing party eye masks,3,0,CW,polite,dancing with the girl,watch over her,cosplay,speaking
6690256857,344,640,360,why did the man bend forward,2,1,CW,pick up the bottle,wash their hands,bathing dog,bathing himself,focusing in the music
4978714491,1200,640,480,how are the bus moving on the road,3,4,CH,put arms on the window sill,horse,using a line,slowly,put down on the ground
3218498932,892,640,480,why did nt the boy in maroon watch the television,0,2,CW,distracted with phone,following notes on the television,where the car is,looking at book,to play game
5173770364,2388,640,360,what does the baby do to the man s leg,4,5,TC,hug it,put toy on it,climb on it,put bottle on it,kiss it
7114553643,1974,640,480,what did the lady do after the man hugged her in the middle of the video,4,4,TN,touch his head,put the box aside,hugs her,tilt head forward,dances
5603283408,756,640,360,what is the man in blue shorts doing as the girl was walking at the start,3,1,TC,jumped backwards,walk in front of girl,search the bag,gesturing to girl,stand up from his seat
4782722858,1234,640,360,why did the blonde lady wearing sunglasses,4,5,CW,it s sunny,prevent pole falling on her head,protect eyes from sun,ride horse,to look cool
11565498775,1216,640,360,how does the man assist the boy to do correctly,0,10,CH,adjust his posture,turning and looking,pick up and push boys away,using toy,carry him
2987766537,497,500,375,how is the baby lying on the mat,1,3,CH,on his back,on his belly,tickled him,in her arms,knocked down by the boy
4485498145,496,640,480,what does the half bald man do after nodding at the end,2,6,TN,lean against the screen,lost balance,turn to his right,clap,look down and shake head
11584566583,376,640,480,what does the lady in green hold in her left hand while standing,2,1,TC,passport,flower,paper,headphone,microphone
6300775954,1734,480,800,what did the lady do after she took the dumbbell from the rack,2,8,TN,sit down,check documents,take a few steps back,hold a cross sign,showed it to the camera
6772999108,1467,360,480,how did the girl made sure her hair is out of her face,4,6,CH,using her hand,wear bib,shake her head,sweep hair downwards,tie it up
8330342965,1313,640,362,how is the girl positioned at the start,3,6,TC,cycling,sitting down,playing with sticks,standing near the wall,rolling on floor
3939145327,1194,640,360,how did the girl shift her tricycle away from the wall,3,6,CH,adjust handles,asked for help,remote controller,move it with her hands,pedal to the streets
7786283208,636,640,360,what did the girl in white do after getting up,2,4,TN,grab her,cup,run towards the camera,play with leash,go to lady in stripes
11849091804,1296,640,360,how does the boy react after unwrapping the present,4,6,TN,dance,explain how the tank works,take the phone out,talk to the lady,exclaim excitedly
3270490566,1515,640,480,why are the two man holding guitars strumming their strings,3,0,CW,tuning the guitar,singing,playing the drum,make music,moving to the beat
4217422838,1261,640,480,what did the boy do after he completely tore the wrappers from the spear,4,8,TN,pulled the jeans down,pick the toy from water,look at baby,fall onto the ground,stand up
5875242364,427,640,384,what did the brown dog repeatedly do in the inflatable pool,3,0,TC,move around the pool,wag its tail,touch his head,kick the water,comes out
5421648216,1290,640,360,why are the sheeps insde a fence,0,0,CW,protect them,prevent running away,prevent run away,controlled by owner,to prevent poeple from skiing away
5623068492,2375,640,480,why does the man with black hair put up his hand,1,1,CW,watch his performance,defender,writing on the ground,posing,indicate where to do stunt
3249402410,697,640,480,what did the lady in black on the left do after she finished spreading the sauce on her pizza,3,8,TN,slice the pizza,cut the meat,point,put cheese,put on plate
3814690167,453,640,480,how did the baby react when the lady did not respond to his approaching,3,8,TC,look at camera,smiling,bring book closer to baby,kept lying on lady arms,kicking his legs
4249756405,774,320,240,how did the lady react to the man,1,8,CH,look away,talk to the man,watching on the tv,look at her phone,press remote control
5858985747,349,604,1072,what does the baby in yellow do after walking close to the sofa at the end,2,6,TN,sofa,turn around,pick up phone,bend down,excited
3830567237,716,640,480,why does the man in blue look down while walking in the middle,2,3,CW,resting,hand gesture,looking at phone,talking to man at bottom,hug dog
3175315183,2513,640,480,why did the baby lean his head to his right in the middle,0,3,CW,to bite hanging toy,look at the lady,to grab the blanket,to crawl away,prevent falling
11966080214,1531,640,1138,why did the girl move nearer to the wall at the beginning of the video,3,7,CW,take a book,take a flower,adjust the fan,more comfortable position,adjust the shelves
3063380173,515,500,375,how did the kitten inside the container react when the kitten outside did not come in at the middle of the video,4,7,TC,tap the cushion it was on,sit down in front ot he person,look at cat in container,play with it,try to come out
6896884547,1440,640,360,why is the baby holding onto the ball,0,0,CW,pat it,kick off the ground,dancing,golfing,to put it in the holder
7888256388,658,640,480,what did the dog do after sniffing the lady s shoes,2,3,TN,looks at the direction,put dog back,walk away,move backwards,eat food
6617533993,1384,640,1138,how does the girl sit while playing with the toy,4,5,CH,by holding her hands,hold the attached string,making faces,lie on floor mat,kneel
7888256388,658,640,480,why did the dog move forward towards the lady after it was patted,1,5,CW,copy whatever he sees,sniff her shoe,dog pulls the leash,wants to get pet,find the girl
3429509208,374,640,480,why is the boy touching the vacuum cleaner,0,1,CW,push it,wash their hands,show interest,press the keys,drinking
5521781780,2697,640,480,what does the man in white do while sitting under the umbrella,3,6,TC,talking,stand up,put on railing,eating something,bat
4970148391,732,640,480,what does the boy do when the balloon approaches,1,4,TC,run to trampoline,hit it,lean and look forward,throw bat,move baby up down
6727904179,962,640,360,what did the boy do after he reached the end of the window,0,6,TN,walk away,reach for the airconditioners,walk to baby,very happy,grab the back of his chair
4179163342,2172,640,480,why did the man in black move his hands as he talked,0,1,CW,gesture this words,test projector,reading from script,making machine move,cold
4419096437,1584,640,360,why did the cat open its eyes the first time,4,0,CW,disturbed by dog,basket shaked,tickled by feather,fan blowing in its face,get caressed
9217939684,1660,512,288,what happens to the baby when he approaches the woman in pink,2,7,TC,kick her,watch her reaction,fall down,turns around and walk,smile
3524939594,436,320,240,why did the man pushing the cart accelerate and stop the cart suddenly,2,3,CW,someone asked him to do,display settings,create fear and thrill,need more strength,more thrilling
5504913999,1475,640,360,how did the man pushed himself to move,1,4,CH,use strings,use poles to push,asked for help,cycle up slope,motivate himself
10082798964,345,640,360,what does the mother do next after raising her right hand,0,7,TN,scrunch her fingers,rubs her mouth,drag it towards her,walk off,touch baby s hand
4083875373,1621,360,480,what happens to the girl after spinning too many rounds in the middle,2,3,TN,tie her hair,dancing backward,gets dizzy,dancing,raise her leg
2782658657,787,640,360,what did the girl in pink do after she reached the stairs,2,5,TN,picks up the water bottle,happy,stop,pose for camera,look at camera
8428551576,2688,640,360,why does the baby hold the ipod at the start of the video,2,3,CW,give to baby,listen music,playing with it,to throw it,give ipod to lady
8493226484,968,640,1138,why did the woman put her hand on the back of the boy s head,4,2,CW,pat his head,adjust his hair,reposition the pillow,put him on the bed,support him from falling
7499763064,604,640,360,what does the lady in blue do as the man was trying to climb higher nearing the end,4,2,TC,move hands around,stretch her feet,stand still,move her forward,wait and watch
5421648216,1290,640,360,what does the white sheep do after looking at the other two sheeps at the start,2,4,TN,walking,walk away,nothing,move away,chased it
4942054721,645,640,360,what were the goats doing that were zoomed in by the video doing,4,4,TC,grazing,playing fetch,standing,fighting,feeding
3303565503,1115,480,640,why does the man suddenly move his hand to her waist and let out a breath of air,0,5,CW,tired,check on her,get recorded,talking about her,protect boy from falling off
2920952624,825,352,288,how does the shorter woman reach the frying pan to stir fry after sprinkling something into it,1,6,CH,using spoon,steps on a stool,use both hands,in circle,using fingers
7887764754,1063,640,480,what does the baby do after the dog eats the food on her hand at the start,1,2,TN,move spoon slowly towards baby,look at camera,get dog to do tricks,ignore baby,happy
8387356484,1022,604,1072,what did the baby put into his mouth at the beginning of the video,3,1,TC,closes eyes,fall,standing,his hand,bites the toy
5940941487,838,640,362,what does the lady do after looking at the girl near the end of the video,3,4,TN,wave,start clapping,point somewhere,smiles,talks to him
2782307049,461,640,480,how did the lady red supported herself as she slide down the rope,2,4,CH,climb up,jump on the other foot only,hold the handle,girl in black holding her,push manually herself
4092992100,461,640,480,how does the guy in red move his bicycle up at the start,3,6,CH,ask adult to help,pulled the handles,ride quickly,push,ride slowly
4420239986,669,640,480,why did the cat stand up halfway when the dog started biting her,1,2,CW,irritated,defense,clean nose,fight back,excited
3249402410,697,640,480,why did the lady in black on the left put the scoop into the pot at the beginning of the video,3,0,CW,to dip the brush conveniently,getting a drink,scoop the sand out,scoop the sauce,put cake to eat
4136617240,2697,480,352,why is there a lady dancing near the girl,1,2,CW,watching her steps,dancing with the girl,learn to dance,props,her belongings
3427674558,870,640,480,why is there light only on stage,1,0,CW,swaying while performing,focus on the performers,attention on him,separate the performers from the audience,to reach the drum
5133787349,363,320,240,how does the man at the side react when the man in white and man in black in the centre at the start,2,5,TC,sit down,clap his hands,move arms in air,walk towards the thrown disc,walks off the stage
5008618500,754,640,480,why is the lady holding the back of the baby throughout the video,3,4,CW,to feel baby s head,to video him,teaching him swim,lift baby up,support baby
7331927796,519,352,288,why does the white dog reach up towards the boy s face near the end,2,4,CW,affectionate gesture,snatch away toy,to sniff,push down boy,lick his toy
5913180144,1191,640,480,how are the people positioned on the stage,3,5,TC,standing in a circle,sitting in a circle,random allocation,stand in a line,messily
4584426085,2697,360,480,what was the puppy doing before the lady put the red shirt over its body,1,8,TP,moved back to the wall,climbing on to lady,walk away,bite her arm,look around
8811725760,631,640,360,how did the lady help the girl get onto the slide,0,1,CH,carry girl,walked up with her,asked hor help,lifted her on her shoulders,put her in a baby carrier
3935853204,943,640,480,how are the other people positioned around,4,6,TC,sitting on the sofa,running around,sitting around the campfire,dancing randomly,standing
2877270840,780,640,480,why is the man swirling his wine glass,3,4,CW,to drink when he is thirsty,for water to drip down,feel the music,mix the drink,show wine in glass
4626535366,1468,640,360,what are the four children doing while one of them is presenting,4,10,TC,gesture,play driving,drinking milk,sitting in the corner,standing in a line
3355698421,1193,640,360,what does the man in checkered do after drinking from his glass,4,6,TN,good,flip cup for game,picks up the glass of beer,caps the bottle,talk with the woman in black
6582763207,696,640,360,what is the girl doing,2,0,TC,gaming,playing with her book,playing with sticks,put down her club,applying cream on face
2454242177,1574,320,240,how did the baby play with the toy car,4,2,CH,fidgeting on toy car,play with tool,he was stuck at the sofa,intrigued by the wheels,push it around
6297019062,1746,640,360,what is the baby in purple chair doing as he sat on it,2,6,TC,excited,wrap strap around his wrist,touching his chair,water bottle,watching the baby and lady
4949582792,2639,640,360,why was the girl stretching her arms out to the pram after she rocked the pram,0,2,CW,play with seatbelt,make baby happy,face the camera and sit down,rock it,rock the pram
6168716346,949,640,360,what does the boy with blue shirt do after looking away for a while at the start,2,7,TN,move to the side,following him,touch his chin,push the blue book down,point towards kitchen
5008618500,754,640,480,how did the child in pink react after the lady show the belly button of the baby to her,0,8,TN,look curiously,look at toy,goes to help,take the cube,swinging her arms
4272084125,732,640,480,why is the man smiling into the camera at the end of the video,4,9,CW,enjoy dancing,to talk,excited to throw someone,listening to the lady,excited
6329077812,1835,640,360,how did the lady react after the baby spited out milk,0,5,TN,wipe away,pleased,move hands into water,move the toy again and again,push baby back
6143391925,1206,640,480,how did the baby play with the ball,4,10,CH,turning using hands,throwing to each other,hug it,pass to adult,kick it
3066064005,819,640,480,why does the woman in black open the lid of the bowl on the table,1,8,CW,eat,ready to eat,ordered by customer,listening to lady in black,read book
7533369046,803,640,360,what did the baby do after she turned away from the black box at the end of the video,1,2,TN,put the box aside,look at the white box,carry baby up,do a peace sign,dance with hands
3943634344,629,640,360,what did the lady do after the girl finished reciting the pictures on the book,2,3,TN,look at camera,look at the other girl,claps,flip page,hands it to the baby
4612723694,1681,640,480,how did the man in grey slowly let the snake out of the bag,4,7,CH,both hands,shake body,holds his string,rests on the sofa,pick up bag
3046900922,539,640,480,what does the child do after being placed on the ground,1,7,TN,pat the chair,walked away,jumping near the adult s knee,rise right arm,lie on the ground
7492398760,2697,640,360,why is the lady holding the camera up at the start,4,7,CW,just carrying it,to get the baby s attention,putting it on shelf,showing to woman,take photos
4147398280,1716,480,360,what did the boy do when he is trying to solve it,2,1,CW,teach the other boy how to play,reach for tissue,eyes does not leave the cube,wants to hit spoon,crawl to the adult
6168716346,949,640,360,what does the boy with blue shirt do after looking at the box of crayons for a while at the end,1,9,TN,go to the lady,looked at the boy in red,sits next to the grey lady,looked at the crayons,flip open to read
2793260225,558,500,375,how was the lady in pink positioning herself on top of the man s shoulders,0,7,CH,used her knees,kiss girl,smile,walking backwards,hold it up with her right hand
4688219212,959,640,480,what does the coach do after the boy jumps down from the rings at the end,2,8,TN,move back to spot to jump,turn around,shake his hand,throw mickey,climb up the stairs
2604394962,1078,640,480,why did the man turn the body of the toy away from the edge of the wall,0,3,CW,play with it,fidgeting,prevent toy from dropping,let hit swim,rocking the toy
4146348376,1585,640,480,what does the man do after finishing talking to the group,3,3,TN,walk back to table,talks to the lady,joins the audience,start writing,smile
8313365386,318,640,360,what does the girl in green do after she flipped the page,4,1,TN,stand at the same spot,speaks to the camera,look at the paper,play with it,points her finger on something
4518113460,1867,640,480,why does the man walk around the baby,3,0,CW,feed the baby,putting on clothes for baby,rearranging furnitures,playing with the baby,finding ball
3943634344,629,640,360,how did the lady get the attention of the girl at the beginning of the video,4,7,CH,touch baby face,put on the lady body,claps,sitting on the horse,points finger towards the picture
4372494989,2575,640,480,how does the man in red attempt to teach the child about how to pray,0,3,CH,hold his hands,show him a video,dance with him,read to him,talk and nod
5070310138,1603,640,480,why are there toy ducklings in the waters,0,3,CW,for baby to play with,eat the food dropped,eating pieces of bread,get food,playing in water
6239210933,1030,640,480,why does the child in blue drop the pink toy after changing the toy s orientation,3,3,CW,stop the baby,play with dog,not skilled at walking,play with it,playing with baby
4970148391,732,640,480,what happens to the water ball after being hit,0,5,TN,burst,pick up and push boys away,pass it around,straighten up,turn back
4189100053,874,640,360,how does the woman attempt to prevent food spillage at the start,4,7,CH,lean forward,excited,wear a bib,boy hands over the food,hold palm out under spoon
