vid_id,question,answer,s0,s1,s2,s3,s4
2857132732,why did the man remove the instrument from his lap at the end of the video,1,man removes the instrument from his lap at the end of the video to change something on screen.,man removes the instrument from his lap at the end of the video to finish playing with the child.,man removes the instrument from his lap at the end of the video to strum the guitar.,man removes the instrument from his lap at the end of the video to bow towards the audience.,man removes the instrument from his lap at the end of the video to stop the child.
2830899473,why are the men walking slowly,4,Walk slowly and act,Walk slowly and be careful of the rocks,Walk slowly and look at the structure around,Walk slowly after finishing controlling the helicopter,Walk slowly to enjoy the walk
3158022797,why are the people moving around using the remote controller,2,Move around using the remote controller,Move with the mouse,Play and dance,Pedal,Give instructions on how to dance
7330294814,what does the lady in white do after holding the plush in front of the baby at the end,2,The lady in white speaks to the lady after holding the plush in front of the baby at the end.,The lady in white rubs the baby's face after holding the plush in front of the baby at the end.,The lady in white puts the plush on the floor after holding it in front of the baby at the end.,The lady in white bites the doll's legs after holding it in front of the baby at the end.,The lady in white packs her stuff after holding the plush in front of the baby at the end.
6244382586,what are the girls holding as they ride,2,The girls hold the horse neck as they ride.,The girls hold the pottery as they ride.,The girls hold the leash as they ride.,The girls wear pants as they ride.,The girls sit and look around as they ride.
4006608424,how is the boy being held while the man is on the swing,1,boy is being held on his back while the man is on the swing.,boy is being held on the man's stomach while the man is on the swing.,boy is being held on his shoulders while the man is on the swing.,boy is being held on his knees while the man is on the swing.,boy is being held on the man's lap while the man is on the swing.
4444192938,why does the girl in pink put her hand inside the bag,2,The girl in pink puts her hand inside the bag to put her phone into her pocket.,The girl in pink puts her hand inside the bag to take out the red toy.,The girl in pink puts her hand inside the bag to take out something.,The girl in pink puts her hand inside the bag to keep the book.,The girl in pink puts her hand inside the bag to hide the toy.
4516967897,how do the two ladies position their hands while at the fountain,0,The two ladies position their hands at the side while at the fountain.,The two ladies hold onto the chair while at the fountain.,The two ladies hold hands while at the fountain.,The two ladies place their hands on the surfboard while at the fountain.,The two ladies put their hands in pockets while at the fountain.
5445581571,what is the white dog playing with before he looked up,1,white dog plays with the remote controller before he looks up.,white dog plays with the yellow toy before he looks up.,white dog plays with the ball before he looks up.,white dog plays with the toy giraffe before he looks up.,white dog plays with the toy watermelon before he looks up.
10030609934,what did the boy do before he bend down at the beginning of the video,0,The boy looked at the toy on the ground before he bent down at the beginning of the video.,The boy falls before he bends down at the beginning of the video.,The boy puts his hand into his mouth before he bends down at the beginning of the video.,The boy hides below the table before he bends down at the beginning of the video.,The boy stood up before he bent down at the beginning of the video.
8318310610,why are the girls dressed similarly to each other in the performance,0,Dress the girls similarly to each other in the performance because they are in the same group.,Dress the girls similarly to each other in the performance because of the costume.,Dress the girls similarly to each other in the performance because they are dancing.,Dress the girls similarly to each other in the performance because of the dance uniform.,Dress the girls similarly to each other in the performance because someone thinks it's cool.
6244675392,why does the baby keep moving its hand back and forth,4,Keep moving your hand back and forth to chase the tail of the toy.,Keep moving your hand back and forth to bite the cat.,Keep moving your hand back and forth to touch the adult.,Keep moving your hand back and forth to prevent the cat from touching your head.,Keep moving your hand back and forth to feed the cat.
2547885226,why does the kid leaves the dinosaur on the sand towards the end,4,kid leaves the dinosaur on the sand towards the end to get his attention,kid leaves the dinosaur on the sand towards the end to lose balance,kid leaves the dinosaur on the sand towards the end to play with sand,kid leaves the dinosaur on the sand towards the end to get distracted,kid leaves the dinosaur on the sand towards the end to keep it for observation
4136617240,why is there a cat sitting on the chair,0,e is a cat sitting on the chair because it is sleeping.,e is a cat sitting on the chair because it is watching the girl.,e is a cat sitting on the chair because it is resting together.,e is a cat sitting on the chair because it is playing with a human's foot.,e is a cat sitting on the chair because it is drinking water.
4765717907,what did the boy do after being let on the ground near the end,1,The boy looked down after being let on the ground near the end.,The boy talked to the camera after being let on the ground near the end.,The boy left the rope after being let on the ground near the end.,The boy turned around after being let on the ground near the end.,The boy stayed on the ground after being let on the ground near the end.
5133787349,why are there flashes of light,0,Take photos to create flashes of light,Create flashes of light through lightning,Create flashes of light through reflective stripes,Create flashes of light using torch light,Create flashes of light using a light stick
2809330695,why did the baby look like he is almost going to cry when he tries to turn his body over,3,baby looks almost like he is going to cry when he tries to turn his body over by feeling restricted.,baby looks almost like he is going to cry when he tries to turn his body over by needing to be comforted.,baby looks almost like he is going to cry when he tries to turn his body over by being playful.,baby looks almost like he is going to cry when he tries to turn his body over by feeling frustrated.,baby looks almost like he is going to cry when he tries to turn his body over by feeling happy.
5945172741,what did the girl do after she got off the bed near the end,3,The girl adjusts her hair band after she gets off the bed near the end.,The girl picks up the pillow after she gets off the bed near the end.,The girl lifts her legs after she gets off the bed near the end.,The girl leaves the room after she gets off the bed near the end.,The girl sits down after she gets off the bed near the end.
4151403382,what does the boy in brown bib do after picking up a book,1,The boy in brown bib talks to him after picking up a book.,The boy in brown bib flips open to read after picking up a book.,The boy in brown bib plays with cardboard paper after picking up a book.,The boy in brown bib gets excited after picking up a book.,The boy in brown bib sways his body after picking up a book.
2503404966,what does the boy do after reaching the darker side of the room at the end,4,boy holds the rod after reaching the darker side of the room at the end.,boy climbs up after reaching the darker side of the room at the end.,boy picks something up after reaching the darker side of the room at the end.,boy enters a room after reaching the darker side of the room at the end.,boy stops for awhile after reaching the darker side of the room at the end.
8064178441,what does the girl do after the baby tosses away the toy at the end,2,The girl holds her hands out around the baby after the baby tosses away the toy at the end.,The girl stirs it herself after the baby tosses away the toy at the end.,The girl makes it move after the baby tosses away the toy at the end.,The girl lies down after the baby tosses away the toy at the end.,The girl touches the ball after the baby tosses away the toy at the end.
5662041273,why is the boy sitting on the couch,0,boy is sitting on the couch by flying the helicopter.,boy is sitting on the couch by watching television.,boy is sitting on the couch by resting.,boy is sitting on the couch by eating snacks.,boy is sitting on the couch by chatting with parents.
9917882506,how does the girl react after the boy stops his bike,1,Push the bike after the boy stops his bike.,Look towards the boy after the boy stops his bike.,Stop riding after the boy stops his bike.,Raise her hands after the boy stops his bike.,Get off the bike after the boy stops his bike.
3340340268,what did the girl in green do after putting the bucket back on her head in front of the dog,1,Swing after putting the bucket back on her head in front of the dog.,Stretch out hand after putting the bucket back on her head in front of the dog.,Kick the ball back after putting the bucket back on her head in front of the dog.,Pat the baby's back after putting the bucket back on her head in front of the dog.,Look around after putting the bucket back on her head in front of the dog.
4219909195,how did the girl keep her hair away from her face,1,girl kept her hair away from her face by putting it in a ponytail.,girl kept her hair away from her face by using a hair clip.,girl kept her hair away from her face by wearing a hair band.,girl kept her hair away from her face by braiding it.,girl kept her hair away from her face by wearing a hat.
5008618500,how did the lady convey her message to the child in pink effectively,4,The lady conveyed her message to the child in pink effectively by using the whiteboard.,The lady conveyed her message to the child in pink effectively by nodding her head.,The lady conveyed her message to the child in pink effectively by holding on to the toy.,The lady conveyed her message to the child in pink effectively by kissing them.,The lady conveyed her message to the child in pink effectively by using hand gestures and pointing.
5352022985,what does the adult do at the start while the dog was on the snow,0,adult runs around at the start while the dog is on the snow.,adult bites it at the start while the dog is on the snow.,adult caresses the dog at the start while it is on the snow.,adult cycles at the start while the dog is on the snow.,adult walks up at the start while the dog is on the snow.
4485707628,what does the white dog do on the rock after it has jumped up,4,e dog shakes its body on the rock after it has jumped up,e dog runs away on the rock after it has jumped up,e dog retreats on the rock after it has jumped up,e dog supports on the rock after it has jumped up,e dog lies down on the rock after it has jumped up
5875242364,what did the dog do after it finished kicking the water in the pool,2,Move back to spot to jump after finishing kicking the water in the pool,Put your fingers in your mouth after finishing kicking the water in the pool,Jump out after finishing kicking the water in the pool,Go to the lady after finishing kicking the water in the pool,Come out after finishing kicking the water in the pool
8531675050,what did the women do before going near the man,4,The women carried the boy before going near the man.,The women looked at the book before going near the man.,The women leaned on him before going near the man.,The women danced before going near the man.,The women did up her hairs before going near the man.
8024853715,why is the sand in the red platform,1,Boat in the river to have the sand in the red platform,Hold the sand to have it in the red platform,Make it a playground to have the sand in the red platform,Dogs roll in the sand to have it in the red platform,Direct attention to have the sand in the red platform
3372023610,why are the group of people looking in the same direction,2,The group of people look in the same direction by posing for a photo.,The group of people look in the same direction by looking at the audience.,The group of people look in the same direction by following the notes on the television.,The group of people look in the same direction by being engrossed in the show.,The group of people look in the same direction by checking the slides.
6011836129,what do the other women do when the lady in deep blue vest looks down,1,The other women move their hands around when the lady in deep blue vest looks down.,The other women copy her actions when the lady in deep blue vest looks down.,The other women pass the microphone to the lady beside her when the lady in deep blue vest looks down.,The girls ride a horse when the lady in deep blue vest looks down.,They start taking down notes when the lady in deep blue vest looks down.
2589540862,how does the girl move herself around the room at the beginning,2,girl moves herself around the room at the beginning by crawling.,girl moves herself around the room at the beginning by jumping.,girl moves herself around the room at the beginning by spinning around.,girl moves herself around the room at the beginning by swinging her leg.,girl moves herself around the room at the beginning by chasing the dog around.
6168295272,how is the boy in purple rested on the lady in black,3,boy in purple rests on the lady in black by crawling on her back.,boy in purple rests on the lady in black on her shoulders.,boy in purple rests on the lady in black by sitting on her knees.,boy in purple rests on the lady in black by lying on her lap.,boy in purple rests on the lady in black on her back.
4935987905,what is the black dog doing on the grass,4,black dog is standing up on the grass.,black dog is getting mud on himself on the grass.,black dog is lying below the tree on the grass.,black dog is smelling the grass.,black dog is rolling around on the grass.
3469864014,why did the adult touch the fish on the board after moving it away from the table,1,adult touches the fish on the board after moving it away from the table to show the organ.,adult touches the fish on the board after moving it away from the table to adjust it.,adult touches the fish on the board after moving it away from the table to take a picture.,adult touches the fish on the board after moving it away from the table to massage the fish.,adult touches the fish on the board after moving it away from the table to show the dog the fish.
5586394125,why did the dog in red leash put its head into the red container,1,dog in the red leash puts its head into the red container to play around.,dog in the red leash puts its head into the red container to drink.,dog in the red leash puts its head into the red container to get inside.,dog in the red leash puts its head into the red container to catch the fish.,dog in the red leash puts its head into the red container to get away dust.
8253302563,what does the boy do after chewing the horn at the end,0,The boy presses the horn with his hand after chewing it at the end.,The boy moves to the side after chewing the horn at the end.,The boy moves it around after chewing the horn at the end.,The boy eats again after chewing the horn at the end.,The boy holds and moves baby's arms after chewing the horn at the end.
6096998186,why does the blonde woman hold the pair of souvenirs up in the middle of the video,1,The blonde woman holds the pair of souvenirs up in the middle of the video to pass them to someone.,The blonde woman holds the pair of souvenirs up in the middle of the video to show her presents.,The blonde woman holds the pair of souvenirs up in the middle of the video to play with the baby.,The blonde woman holds the pair of souvenirs up in the middle of the video to dance with the souvenirs.,The blonde woman holds the pair of souvenirs up in the middle of the video to play with the dog.
4671452046,what did the lady in brown do after talking to the lady in purple,3,lady in brown points at the baby after talking to the lady in purple.,lady in brown looks down after talking to the lady in purple.,lady in brown stands up after talking to the lady in purple.,lady in brown laughs after talking to the lady in purple.,lady in brown wipes her eyes after talking to the lady in purple.
2821968703,why is the man holding on to a rope,0,Hold on to the rope for balance,Hold on to the rope to play on the swing,Hold on to the rope for support to come down,Hold on to the rope to play,Hold on to the rope to hang the bottle
3063380173,what are the kittens doing inside and outside the container,2,The kittens move their heads inside and outside the container.,The kittens bite the boy inside and outside the container.,The kittens play inside and outside the container.,The kittens bite the cat inside and outside the container.,The kittens throw the spoon inside and outside the container.
5889898795,how do the people get attached to the zipline,4,People get attached to the zipline by holding onto it.,People get attached to the zipline by holding onto the pole.,People get attached to the zipline by holding onto the remote control.,People get attached to the zipline by the rope attached to the pull van.,People get attached to the zipline by the hook.
2885091387,How did the man in blue react when the man saw the car almost tilting to fall,3,Catch the car!,Relax yourself!,Warm up!,Stand up frantically!,Help them split the weight!
8171216955,why does the woman push the toy dog towards the children at the end of the video,1,Push the toy dog towards the children to help it move again.,Let the children play with the toy dog.,Talk about the toy dog.,Throw the toy dog.,Pet the dog.
11670386946,what does the man in brown do after turning his head to the right at the end,0,The man in brown talks and looks at paper after turning his head to the right at the end.,The man in brown strokes the dog after turning his head to the right at the end.,The man in brown smokes after turning his head to the right at the end.,The man in brown puts his arms behind his back after turning his head to the right at the end.,The man in brown bends after turning his head to the right at the end.
5297811305,how is the woman feeling at the end of the video,3,The woman feels reluctant at the end of the video.,The woman feels sad at the end of the video.,The woman listens attentively at the end of the video.,The woman feels happy at the end of the video.,The woman enjoys at the end of the video.
3897746373,why are the children on the plank when the girl in pink is swimming,0,children on the plank are resting when the girl in pink is swimming.,children on the plank play with water when the girl in pink is swimming.,children on the plank play with each other when the girl in pink is swimming.,children on the plank prepare to go swimming when the girl in pink is swimming.,children on the plank look at dolphins when the girl in pink is swimming.
2510696559,why did the blue shirt woman move her hand when she walked past the front,3,The blue shirt woman moved her hand when she walked past the front to guide her in rowing boat.,The blue shirt woman moved her hand when she walked past the front to check out the other side.,The blue shirt woman moved her hand when she walked past the front to signal her to speak.,The blue shirt woman moved her hand when she walked past the front to gesture to her friend.,The blue shirt woman moved her hand when she walked past the front to show love.
3164519967,what did the old lady do after the baby spit out the pacifier,4,old lady adjusts the baby's shirt after the baby spits out the pacifier.,old lady wipes her hands with tissue after the baby spits out the pacifier.,old lady smiles and laughs after the baby spits out the pacifier.,old lady sits down after the baby spits out the pacifier.,old lady puts it back after the baby spits out the pacifier.
8330342965,why does the girl throw the paper airplane,2,The girl throws the paper airplane because she dislikes it.,The girl throws the paper airplane by dancing.,The girl throws the paper airplane to make it fly.,The girl throws the paper airplane because she cannot control it.,The girl throws the paper airplane to play with the dog.
3526597179,what are the three people doing at the end of the video,0,Have a conversation at the end of the video.,Drink coffee at the end of the video.,Bake cakes at the end of the video.,Record the man cycling at the end of the video.,Wait for their children to arrive at the end of the video.
4968805923,what did the rightmost man in black do before the man in white hit the balloon,2,rightmost man in black raised his hand before the man in white hit the balloon.,rightmost man in black dropped bat before the man in white hit the balloon.,rightmost man in black threw the balloon before the man in white hit the balloon.,rightmost man in black walked towards the thrown disc before the man in white hit the balloon.,rightmost man in black jumped before the man in white hit the balloon.
2584172238,what did the woman in yellow do after the boy in blue slid down the slide at the middle of the video,4,woman in yellow pointed after the boy in blue slid down the slide at the middle of the video.,woman in yellow looked at water after the boy in blue slid down the slide at the middle of the video.,woman in yellow slid down after the boy in blue slid down the slide at the middle of the video.,woman in yellow pulled the white dog after the boy in blue slid down the slide at the middle of the video.,woman in yellow carried the boy up after the boy in blue slid down the slide at the middle of the video.
8627074061,why did the woman in blue holding pieces of artworks,0,Show the girl the artworks.,Protect the artwork from falling.,Sell the artwork to the couple.,Repaint it.,Introduce it to the man.
4984417707,what was the elephant at the goal post doing before the ball was kicked over,4,The elephant at the goal post was eating and drinking before the ball was kicked over,The elephant at the goal post was guiding the baby elephants before the ball was kicked over,The elephant at the goal post was swimming in water before the ball was kicked over,The elephant at the goal post was swimming before the ball was kicked over,The elephant at the goal post was moving around before the ball was kicked over
3830567237,how is the horse being held,3,Hold the horse by the saddle.,Hold the horse by its tail.,Hold the horse by its legs.,Hold the horse by the handle.,Lay the horse flat on its back.
3121571439,why does the lady in pink jump after they dance,2,lady in pink jumps after they dance by posing.,lady in pink jumps after they dance by playing with a toy.,lady in pink jumps after they dance by being overjoyed.,lady in pink jumps after they dance by being excited for the drink.,lady in pink jumps after they dance by learning to dance.
6018514357,why did the baby turn around after standing up on the slide,0,The baby wants to get down after standing up on the slide.,The baby turns around to look at the man after standing up on the slide.,The baby wants to ride again after standing up on the slide.,The baby wants the man to join her after standing up on the slide.,The baby wants to sit down after standing up on the slide.
4825843801,how do the other two penguins react after one penguin starts walking,1,other two penguins sit and watch them after one penguin starts walking.,other two penguins follow after one penguin starts walking.,other two penguins fly away after one penguin starts walking.,other two penguins five after one penguin starts walking.,other two penguins touch the earphones after one penguin starts walking.
7533369046,what is the baby doing,1,The baby is jumping around.,The baby is looking around.,The baby is running in the forest.,The baby is playing with the toy.,The baby is touching dangling things.
4949582792,what does the girl do the seatbelt in the middle,3,The girl bends down and talks to the boy when she does the seatbelt in the middle.,The girl watches the lady when she does the seatbelt in the middle.,The girl dances when she does the seatbelt in the middle.,The girl plays with it when she does the seatbelt in the middle.,The girl swings her legs when she does the seatbelt in the middle.
5521781780,what does the man in black cap do after reaching the border of the structure near the end,2,The man in black cap turns around after reaching the border of the structure near the end.,The man in black cap changes slides after reaching the border of the structure near the end.,The man in black cap stands on the corner after reaching the border of the structure near the end.,The man in black cap catches the ball after reaching the border of the structure near the end.,The man in black cap puts his hand in his mouth after reaching the border of the structure near the end.
2400171624,what does the skier do after stopping for a while,2,skier sits down after stopping for a while,skier moves hands after stopping for a while,skier changes direction after stopping for a while,skier shakes body vigorously after stopping for a while,skier jumps after stopping for a while
5145526755,what does the lioness on the left do after staring forward for a while at the start,4,The lioness on the left lifts its head up after staring forward for a while at the start.,The lioness on the left rests after staring forward for a while at the start.,The lioness on the left licks its mouth after staring forward for a while at the start.,The lioness on the left charges forward after staring forward for a while at the start.,The lioness on the left looks to the side after staring forward for a while at the start.
6480018109,why are there wheels on the walking aid,1,Control the sensors easier by having wheels on the walking aid.,Push easier by having wheels on the walking aid.,Glide across the ice easily by having wheels on the walking aid.,Move faster by having wheels on the walking aid.,Dismantle easily by having wheels on the walking aid.
2984974097,why did the girl move so slowly,1,The girl moves slowly by waiting for the boy.,The girl moves slowly by struggling in pedalling the bicycle.,The girl moves slowly by the boy pulling it.,The girl moves slowly to clean her hand.,The girl moves slowly by pedalling the bicycle to move forward.
4419096437,how does the cat react after being carressed by the person,4,cat reacts after being carressed by the person by eating.,cat reacts after being carressed by the person by scratching it.,cat reacts after being carressed by the person by rubbing against him.,cat reacts after being carressed by the person by stretching out and hitting with paw.,cat reacts after being carressed by the person by opening its eyes.
6642268693,why did the dog sniff and lick the person s hand in the middle of the video,2,Take its toy from the brown dog,Don't want the toy,Try to get attention,Feel the person's hand,Get rid of the snow
10597533885,why does the kid pick out specific toys,0,"Kid, pick out your favourite toys!","Kid, pick out toys to play with!","Kid, pick out toys for teething!","Kid, pick out toys to play!","Kid, pick out toys to stabilize the toy car!"
3340340268,what does the girl in green do with her hands while walking at the start,1,The girl in green also walks backwards with her hands while walking at the start,The girl in green stretches out her hand with her hands while walking at the start,The girl in green walks away with her hands while walking at the start,The girl in green puts her hands on her head while walking at the start,The girl in green looks at the paper with her hands while walking at the start
6413546609,what does the person on the left do as the person on the right throws the cards down,0,"Person on the left, do the same as the person on the right throws the cards down.","Person on the left, turn behind as the person on the right throws the cards down.","Person on the left, bowl again as the person on the right throws the cards down.","Person on the left, stretch arms in the air as the person on the right throws the cards down.","Person on the left, look at the cards as the person on the right throws the cards down."
5433090067,how does the man ensure the safety of the girl,1,Ensure the safety of the girl by holding her body.,Ensure the safety of the girl by staying close to her.,Ensure the safety of the girl by wearing a life vest.,Ensure the safety of the girl by keeping your hands ready to catch her.,Ensure the safety of the girl by putting a cushion on the floor.
3851961428,why did the man in red do a hand gesture,3,man in red did a hand gesture to call for help.,man in red did a hand gesture for the video.,man in red did a hand gesture to take a photo.,man in red did a hand gesture to signal.,man in red did a hand gesture to play with the dogs.
7691172922,what does the dog do after running up the stairs,1,dog guides while running up the stairs.,dog turns around and waits for the lady after running up the stairs.,dog goes to the back of the cage after running up the stairs.,dog lies on the ground after running up the stairs.,dog runs around the man after running up the stairs.
5229476012,why did the woman in black swimsuit stand behind boy,4,woman in black swimsuit stood behind the boy to pick him up.,woman in black swimsuit stood behind the boy to prevent him from jumping.,woman in black swimsuit stood behind the boy to help him diving.,woman in black swimsuit stood behind the boy to play with each other.,woman in black swimsuit stood behind the boy to control his movement.
5296635780,what is the response of the lady after the man speaks to her at the start of the video,2,The lady raises her eyebrows after the man speaks to her at the start of the video.,The lady plays with the baby after the man speaks to her at the start of the video.,The lady pretends to punch him after the man speaks to her at the start of the video.,The lady points at something after the man speaks to her at the start of the video.,The lady talks after the man speaks to her at the start of the video.
5679866364,what did the last lady in the bikini do with her hands after she enters the water,2,last lady in the bikini holds the girl's stomach after she enters the water.,last lady in the bikini looks at the boy after she enters the water.,last lady in the bikini moves her hands away from her thighs after she enters the water.,last lady in the bikini touches the baby's arm after she enters the water.,last lady in the bikini jumps into the water after she enters the water.
4603484665,how did the brown dog approach the pair of dogs playing,1,brown dog approached the pair of dogs playing by biting them.,brown dog approached the pair of dogs playing by walking nearer to them.,brown dog approached the pair of dogs playing by chasing them.,brown dog approached the pair of dogs playing by rubbing the dog.,brown dog approached the pair of dogs playing by pushing with its nose.
8811725760,why did the lady lean forward when the girl was sliding down the slide,2,lean forward to enjoy the ride,lean forward to interact with the fish,lean forward to support the girl,lean forward to release the ball,lean forward to catch the girl
8330342965,why does the girl run around,3,girl runs around by chasing each other.,girl runs around by exercising.,girl runs around by moving the baby with a toy car.,girl runs around by playing with a paper airplane.,girl runs around by wanting to play in water.
5987365500,why does the girl smile towards the end,1,Ride by yourself,Be happy,Entertain the baby,Smile to the camera,Get excited to go to the bouncy castle
7786283208,what does the boy do after getting up,1,boy plays the guitar after getting up.,boy walks away after getting up.,boy takes food after getting up.,boy watches television after getting up.,boy walks forward after getting up.
6024684644,how does the man dig a hole in the sand,0,man digs a hole in the sand using a cup.,man digs a hole in the sand by beating it.,man digs a hole in the sand using hands.,man digs a hole in the sand using a shovel.,man digs a hole in the sand by kicking with feet.
7288107396,why did the lady bend forward to the boy in the middle of the video,0,"Lady, bend forward to the boy in the middle of the video and hold his hand.","Lady, bend forward to the boy in the middle of the video and pass her the toy.","Lady, bend forward to the boy in the middle of the video and take the balloon away from the baby.","Lady, bend forward to the boy in the middle of the video and give the boy something.","Lady, bend forward to the boy in the middle of the video and talk to the lady."
8224492254,what did the adult do after the baby bite on his finger,3,adult opens his palm after the baby bites on his finger.,adult puts his hand into his mouth after the baby bites on his finger.,adult picks up the bottle after the baby bites on his finger.,adult closes his finger after the baby bites on his finger.,adult touches his hand after the baby bites on his finger.
3303565503,how does the man seem to be feeling while posing,2,man seems to be feeling friendly while posing.,man seems to be feeling affectionate while posing.,man seems to be feeling tired while posing.,man seems to be feeling enjoying while posing.,man seems to be feeling confused but calm while posing.
7149153537,what did the fair skinned man do when the black skinned man approached with the girl in pink,1,Move backwards when the black skinned man approaches with the girl in pink.,Exchange hand gesture when the black skinned man approaches with the girl in pink.,Look towards the ground when the black skinned man approaches with the girl in pink.,Push them away when the black skinned man approaches with the girl in pink.,Splash water at them when the black skinned man approaches with the girl in pink.
5885887012,what does the baby do while holding the pole,4,baby gets the balloons while holding the pole.,baby plays the guitar while holding the pole.,baby relaxes while holding the pole.,baby plays with the toy while holding the pole.,baby pushes it while holding the pole.
3151715056,how does the man in the middle use the musical instrument,3,man in the middle uses the musical instrument by pressing buttons.,man in the middle uses the musical instrument by hitting it.,man in the middle uses the musical instrument with the turntable.,man in the middle uses the musical instrument by shaking up and down.,man in the middle uses the musical instrument with the speaker and microphone.
6239210933,how does the child move the pink toy from the floor to his lap after dropping it,4,The child moves the pink toy from the floor to his lap after dropping it by pulling the side of the pram.,The child moves the pink toy from the floor to his lap after dropping it by holding the toy.,The child moves the pink toy from the floor to his lap after dropping it by clapping.,The child moves the pink toy from the floor to his lap after dropping it by stretching it out in the air.,The child moves the pink toy from the floor to his lap after dropping it by using the string and pen.
5145526755,why is there a lioness having its head straight up right,4,"ess, have your head straight up right and look at the laser on the ground.","ess, have your head straight up right and jump and fight.","ess, have your head straight up right and finish peeing.","ess, have your head straight up right and prey.","ess, have your head straight up right and observe."
5406108447,what did the baby do after hitting the floor with the towel,0,The baby lifts the towel up after hitting the floor.,The baby sucks his thumb after hitting the floor.,The baby blurs after hitting the floor.,The baby crawls back up the pillow after hitting the floor.,The baby puts his fingers in his mouth after hitting the floor.
3026084730,why are there flashes of light when the speech is being made,1,There are flashes of light when the speech is being made due to power failure.,There are flashes of light when the speech is being made because the camera is taking a photo.,There are flashes of light when the speech is being made by waving light sticks.,There are flashes of light when the speech is being made to emphasize attention with the spotlight.,There are flashes of light when the speech is being made due to flickering stage lights.
6025238212,why are the girls wearing party eye masks,3,girls are wearing party eye masks to be polite.,girls are wearing party eye masks to dance with the girl.,girls are wearing party eye masks to watch over her.,girls are wearing party eye masks to cosplay.,girls are wearing party eye masks to speak.
6690256857,why did the man bend forward,2,The man bent forward to pick up the bottle.,The man bent forward to wash their hands.,The man bent forward to bathe the dog.,The man bent forward to bathe himself.,The man bent forward to focus in the music.
3218498932,why did nt the boy in maroon watch the television,0,The boy in maroon watched the television because he was distracted with his phone.,The boy in maroon watched the television by following the notes on the television.,The boy in maroon watched the television to find out where the car is.,The boy in maroon watched the television by looking at his book.,The boy in maroon watched the television to play a game.
5173770364,what does the baby do to the man s leg,4,The baby hugs the man's leg.,The baby puts a toy on the man's leg.,The baby climbs on the man's leg.,The baby puts a bottle on the man's leg.,The baby kisses the man's leg.
7114553643,what did the lady do after the man hugged her in the middle of the video,4,lady touches his head after the man hugs her in the middle of the video.,lady puts the box aside after the man hugs her in the middle of the video.,lady hugs her after the man hugs her in the middle of the video.,lady tilts her head forward after the man hugs her in the middle of the video.,lady dances after the man hugs her in the middle of the video.
5603283408,what is the man in blue shorts doing as the girl was walking at the start,3,man in blue shorts is jumping backwards as the girl is walking at the start.,man in blue shorts is walking in front of the girl as she is walking at the start.,man in blue shorts is searching the bag as the girl is walking at the start.,man in blue shorts is gesturing to the girl as she is walking at the start.,man in blue shorts is standing up from his seat as the girl is walking at the start.
4782722858,why did the blonde lady wearing sunglasses,4,Wear sunglasses because it's sunny.,Wear sunglasses to prevent a pole falling on your head.,Wear sunglasses to protect your eyes from the sun.,Wear sunglasses to ride a horse.,Wear sunglasses to look cool.
11565498775,how does the man assist the boy to do correctly,0,The man assists the boy by adjusting his posture to do correctly.,The man assists the boy by turning and looking to do correctly.,The man assists the boy by picking up and pushing boys away to do correctly.,The man assists the boy by using a toy to do correctly.,The man assists the boy by carrying him to do correctly.
2987766537,how is the baby lying on the mat,1,The baby is lying on the mat on his back.,The baby is lying on the mat on his belly.,Tickled him.,The baby is lying on the mat in her arms.,The baby is knocked down by the boy.
4485498145,what does the half bald man do after nodding at the end,2,half bald man leans against the screen after nodding at the end.,half bald man loses balance after nodding at the end.,half bald man turns to his right after nodding at the end.,half bald man claps after nodding at the end.,half bald man looks down and shakes his head after nodding at the end.
6300775954,what did the lady do after she took the dumbbell from the rack,2,The lady sits down after she takes the dumbbell from the rack.,The lady checks documents after she takes the dumbbell from the rack.,The lady takes a few steps back after she takes the dumbbell from the rack.,The lady holds a cross sign after she takes the dumbbell from the rack.,The lady shows it to the camera after she takes the dumbbell from the rack.
6772999108,how did the girl made sure her hair is out of her face,4,The girl made sure her hair is out of her face by using her hand.,The girl made sure her hair is out of her face by wearing a bib.,The girl made sure her hair is out of her face by shaking her head.,The girl made sure her hair is out of her face by sweeping her hair downwards.,The girl made sure her hair is out of her face by tying it up.
8330342965,how is the girl positioned at the start,3,girl is positioned at the start by cycling.,girl is positioned at the start by sitting down.,girl is positioned at the start by playing with sticks.,girl is positioned at the start by standing near the wall.,girl is positioned at the start by rolling on the floor.
3939145327,how did the girl shift her tricycle away from the wall,3,Shift the tricycle away from the wall by adjusting the handles,Shift the tricycle away from the wall by asking for help,Shift the tricycle away from the wall using the remote controller,Shift the tricycle away from the wall by moving it with your hands,Shift the tricycle away from the wall by pedaling to the streets
7786283208,what did the girl in white do after getting up,2,girl in white grabbed her after getting up.,girl in white cup after getting up.,girl in white ran towards the camera after getting up.,girl in white played with leash after getting up.,girl in white went to the lady in stripes after getting up.
11849091804,how does the boy react after unwrapping the present,4,boy reacts after unwrapping the present by dancing.,boy reacts after unwrapping the present by explaining how the tank works.,boy reacts after unwrapping the present by taking the phone out.,boy reacts after unwrapping the present by talking to the lady.,boy reacts after unwrapping the present by exclaiming excitedly.
3270490566,why are the two man holding guitars strumming their strings,3,Hold the guitars and strum the strings to tune the guitar,Hold the guitars and strum the strings to sing,Hold the guitars and strum the strings to play the drum,Hold the guitars and strum the strings to make music,Hold the guitars and strum the strings to move to the beat
